NODE,MD_VERSION,SAMPLE_NUM,NTHREADS,WALLTIME(ms)
compute-641-9,SEQ,5,1,17.366614
compute-641-9,SEQ,1,1,17.369210
compute-641-9,SEQ,4,1,17.370458
compute-641-9,SEQ,2,1,17.371132
compute-641-9,SEQ,3,1,17.377376
