compute-641-10,MPI,4,core,1,1,1659
compute-641-10,MPI,4,core,1,10,1889
compute-641-10,MPI,4,core,1,12,2055
compute-641-10,MPI,4,core,1,128,203
compute-641-10,MPI,4,core,1,14,2112
compute-641-10,MPI,4,core,1,16,2064
compute-641-10,MPI,4,core,1,2,1537
compute-641-10,MPI,4,core,1,22,2146
compute-641-10,MPI,4,core,1,24,2109
compute-641-10,MPI,4,core,1,26,2221
compute-641-10,MPI,4,core,1,28,2170
compute-641-10,MPI,4,core,1,30,2078
compute-641-10,MPI,4,core,1,32,2042
compute-641-10,MPI,4,core,1,34,223
compute-641-10,MPI,4,core,1,36,206
compute-641-10,MPI,4,core,1,38,204
compute-641-10,MPI,4,core,1,4,1579
compute-641-10,MPI,4,core,1,64,204
compute-641-10,MPI,4,core,1,8,1753
compute-641-10,MPI,4,core,2,1,1492
compute-641-10,MPI,4,core,2,10,1800
compute-641-10,MPI,4,core,2,12,1996
compute-641-10,MPI,4,core,2,128,203
compute-641-10,MPI,4,core,2,14,2043
compute-641-10,MPI,4,core,2,16,1994
compute-641-10,MPI,4,core,2,2,1528
compute-641-10,MPI,4,core,2,22,2159
compute-641-10,MPI,4,core,2,24,2199
compute-641-10,MPI,4,core,2,26,2006
compute-641-10,MPI,4,core,2,28,2205
compute-641-10,MPI,4,core,2,30,2031
compute-641-10,MPI,4,core,2,32,2054
compute-641-10,MPI,4,core,2,34,205
compute-641-10,MPI,4,core,2,36,205
compute-641-10,MPI,4,core,2,38,202
compute-641-10,MPI,4,core,2,4,1597
compute-641-10,MPI,4,core,2,64,222
compute-641-10,MPI,4,core,2,8,1688
compute-641-10,MPI,4,core,3,1,1498
compute-641-10,MPI,4,core,3,10,2066
compute-641-10,MPI,4,core,3,12,2060
compute-641-10,MPI,4,core,3,128,203
compute-641-10,MPI,4,core,3,14,2058
compute-641-10,MPI,4,core,3,16,2062
compute-641-10,MPI,4,core,3,2,1617
compute-641-10,MPI,4,core,3,22,2097
compute-641-10,MPI,4,core,3,24,2079
compute-641-10,MPI,4,core,3,26,2169
compute-641-10,MPI,4,core,3,28,2013
compute-641-10,MPI,4,core,3,30,2016
compute-641-10,MPI,4,core,3,32,2017
compute-641-10,MPI,4,core,3,34,204
compute-641-10,MPI,4,core,3,36,206
compute-641-10,MPI,4,core,3,38,202
compute-641-10,MPI,4,core,3,4,1584
compute-641-10,MPI,4,core,3,64,205
compute-641-10,MPI,4,core,3,8,1847
compute-641-10,MPI,4,core,4,1,1512
compute-641-10,MPI,4,core,4,10,2015
compute-641-10,MPI,4,core,4,12,2029
compute-641-10,MPI,4,core,4,128,205
compute-641-10,MPI,4,core,4,14,2098
compute-641-10,MPI,4,core,4,16,2061
compute-641-10,MPI,4,core,4,2,1672
compute-641-10,MPI,4,core,4,22,2170
compute-641-10,MPI,4,core,4,24,2204
compute-641-10,MPI,4,core,4,26,2125
compute-641-10,MPI,4,core,4,28,1981
compute-641-10,MPI,4,core,4,30,2036
compute-641-10,MPI,4,core,4,32,2010
compute-641-10,MPI,4,core,4,34,205
compute-641-10,MPI,4,core,4,36,205
compute-641-10,MPI,4,core,4,38,201
compute-641-10,MPI,4,core,4,4,1592
compute-641-10,MPI,4,core,4,64,205
compute-641-10,MPI,4,core,4,8,1686
compute-641-10,MPI,4,core,5,1,1485
compute-641-10,MPI,4,core,5,10,2103
compute-641-10,MPI,4,core,5,12,2000
compute-641-10,MPI,4,core,5,128,203
compute-641-10,MPI,4,core,5,14,2044
compute-641-10,MPI,4,core,5,16,2065
compute-641-10,MPI,4,core,5,2,1576
compute-641-10,MPI,4,core,5,22,2180
compute-641-10,MPI,4,core,5,24,2047
compute-641-10,MPI,4,core,5,26,2077
compute-641-10,MPI,4,core,5,28,2085
compute-641-10,MPI,4,core,5,30,2034
compute-641-10,MPI,4,core,5,32,2036
compute-641-10,MPI,4,core,5,34,206
compute-641-10,MPI,4,core,5,36,207
compute-641-10,MPI,4,core,5,38,203
compute-641-10,MPI,4,core,5,4,1592
compute-641-10,MPI,4,core,5,64,212
compute-641-10,MPI,4,core,5,8,1686
